0, 0.8893, 0.8899
1, 0.7019, 0.6693
2, 0.6294, 0.5886
3, 0.5904, 0.5591
4, 0.5620, 0.5156
5, 0.5239, 0.4851
6, 0.4924, 0.4481
7, 0.4937, 0.4482
8, 0.4823, 0.4344
9, 0.4729, 0.4342
10, 0.4444, 0.4053
11, 0.4219, 0.3828
12, 0.4129, 0.3692
